Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,HasMortgage,HasDependents,HasCoSigner,Default,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
49,19118,27545,519,84,3,6.38,12,0.73,3,1,0,1,0,False,False,False,False,True,False,False,True,False
20,100830,222498,530,18,1,7.75,36,0.42,3,1,0,1,0,True,False,False,False,False,False,False,False,False
30,147126,147160,830,20,3,23.75,60,0.69,0,1,1,0,0,False,False,False,True,False,False,False,False,False
29,140170,77444,725,87,3,7.2,60,0.28,3,1,1,1,0,False,False,True,False,False,False,False,True,False
57,109532,182407,829,13,4,15.83,24,0.69,1,0,1,0,0,False,False,True,False,False,True,False,False,False
58,29888,180985,768,30,2,24.93,48,0.49,0,1,1,0,0,True,False,False,False,False,False,False,False,True
43,68473,55325,736,80,2,18.04,36,0.39,3,1,0,1,0,False,True,False,False,False,False,False,False,True
64,27102,12988,594,25,3,20.36,24,0.87,0,1,1,1,0,False,False,True,True,False,True,False,False,False
42,18987,157045,339,87,2,14.95,60,0.56,1,1,1,0,0,False,False,False,False,False,False,True,False,False
66,103946,105463,628,119,2,10.22,24,0.74,2,0,1,0,0,False,False,False,False,False,False,False,False,False
37,143846,106370,677,76,1,17.65,24,0.15,3,1,1,0,0,False,False,False,False,True,False,False,False,False
27,45425,54916,767,44,2,4.88,12,0.21,0,1,0,1,0,False,True,False,True,False,True,False,False,False
62,27036,33565,333,40,4,11.06,12,0.58,1,0,0,1,0,True,False,False,False,True,False,True,False,False
27,21013,121172,376,70,1,8.73,24,0.64,1,0,1,0,0,False,True,False,False,True,False,False,False,False
39,63524,131352,657,86,4,18.69,48,0.65,3,1,1,0,0,False,False,False,False,False,False,False,False,True
50,112210,47548,669,49,1,20.29,12,0.83,0,0,0,0,0,True,False,False,True,False,False,False,True,False
35,134425,173528,845,53,4,3.93,36,0.4,2,1,1,0,0,False,True,False,False,False,False,False,True,False
61,62353,66344,813,34,1,24.51,36,0.6,0,1,1,0,0,False,True,False,True,False,False,True,False,False
27,51755,111496,810,31,4,9.33,48,0.23,1,1,1,1,0,False,False,False,False,False,True,False,False,False
48,34979,58097,344,64,1,10.98,24,0.38,0,1,0,1,0,False,False,True,False,False,False,True,False,False
49,85240,68349,834,42,2,16.36,60,0.4,1,0,0,1,0,False,True,False,False,False,False,False,False,True
44,115885,10001,756,63,1,17.63,60,0.16,1,0,0,0,0,False,True,False,False,False,False,False,False,True
39,148545,25335,716,102,1,5.17,48,0.43,2,1,1,0,0,True,False,False,False,False,False,False,True,False
40,70435,100232,317,67,1,22.57,24,0.82,2,0,1,1,1,False,True,False,False,True,True,False,False,False
31,52264,247915,847,9,1,18.94,12,0.87,0,1,0,1,1,False,False,True,False,True,False,False,False,True
42,106540,101159,668,12,1,3.8,36,0.29,1,0,1,0,0,False,False,False,False,True,False,False,False,False
34,108250,108928,357,104,4,9.28,24,0.54,3,1,1,1,0,False,False,False,True,False,True,False,False,False
64,119023,131243,517,58,3,8.75,48,0.31,1,1,1,1,0,False,False,False,False,True,False,False,False,True
67,67270,179104,811,109,1,4.78,12,0.32,3,0,1,1,0,False,False,True,True,False,False,False,False,False
44,86415,211979,751,47,4,22.27,24,0.9,2,0,1,0,0,False,True,False,True,False,False,False,False,False
42,83935,79518,484,69,1,8.89,36,0.52,2,1,1,1,0,True,False,False,False,False,False,False,True,False
42,116552,62349,832,97,2,24.56,36,0.15,3,0,0,0,0,False,False,False,False,False,True,False,False,False
56,29511,12658,512,27,4,6.24,24,0.52,1,1,0,1,0,True,False,False,False,True,False,False,False,True
69,15260,194939,821,102,1,23.34,24,0.42,0,1,0,0,1,False,False,False,False,False,False,True,False,False
62,92798,157031,719,13,2,8.27,36,0.33,2,0,1,1,1,False,False,True,True,False,False,False,True,False
51,106327,61819,496,0,3,3.37,12,0.86,1,1,0,1,0,False,True,False,False,True,False,False,True,False
45,111702,126628,787,45,3,11.18,60,0.17,2,1,0,0,0,True,False,False,False,False,True,False,False,False
67,95555,47782,303,106,1,11.57,60,0.65,2,1,0,0,0,False,True,False,False,False,False,False,False,True
43,133791,133941,586,86,2,11.15,48,0.78,2,1,0,0,0,True,False,False,False,False,False,False,False,False
22,24205,40442,770,115,3,7.93,36,0.24,3,0,1,0,0,False,True,False,True,False,False,True,False,False
38,141070,177313,519,59,1,7.74,36,0.63,0,1,0,1,1,True,False,False,False,False,True,False,False,False
55,147300,190756,422,105,3,3.05,12,0.66,1,0,1,0,0,False,False,False,True,False,True,False,False,False
34,93846,73093,398,109,1,7.73,24,0.4,2,0,1,1,0,True,False,False,False,False,False,True,False,False
69,67850,11101,758,73,3,22.0,60,0.69,2,0,1,1,0,False,False,True,False,False,False,True,False,False
21,17001,209987,778,99,4,8.04,24,0.78,3,0,1,1,1,True,False,False,False,True,False,False,False,True
23,102424,91180,462,85,2,22.17,60,0.38,1,0,0,0,1,False,True,False,False,False,False,False,False,True
50,108998,122758,614,79,2,7.12,60,0.73,0,1,1,0,0,True,False,False,False,True,False,True,False,False
64,62708,213288,712,18,3,2.26,24,0.84,3,1,0,1,0,False,False,False,False,True,False,True,False,False
29,34512,151180,588,111,3,21.01,60,0.5,0,1,1,1,0,True,False,False,False,False,False,False,True,False
47,147686,47547,335,7,2,16.71,48,0.23,3,1,1,1,1,True,False,False,True,False,False,False,False,True
56,48170,120393,638,106,1,10.67,24,0.67,1,0,1,0,0,True,False,False,False,False,False,False,False,True
30,28546,70052,773,84,4,16.75,12,0.72,1,1,1,0,0,True,False,False,False,True,False,False,True,False
59,110390,211246,533,84,3,4.89,36,0.25,1,0,0,1,0,True,False,False,False,False,False,False,False,False
41,113387,85193,420,46,1,22.78,36,0.11,1,1,1,1,0,False,False,False,False,False,False,False,False,True
48,61112,183175,708,26,2,18.14,24,0.31,0,0,1,0,0,False,True,False,False,False,False,False,True,False
30,107621,131187,490,108,2,18.72,60,0.72,0,0,0,0,0,False,True,False,False,True,False,False,True,False
28,58852,7425,502,47,4,17.44,24,0.4,1,1,0,0,0,False,False,False,True,False,False,False,False,False
63,16759,185700,721,72,3,13.1,12,0.31,3,0,0,0,0,False,True,False,False,False,False,True,False,False
22,26078,93388,487,4,1,2.49,60,0.48,1,1,1,1,0,False,False,False,True,False,True,False,False,False
45,94188,81463,463,97,3,23.85,36,0.29,1,1,1,0,0,False,False,True,True,False,False,False,False,False
23,101627,86141,397,75,2,17.88,24,0.56,0,0,1,0,0,False,False,True,True,False,False,False,False,False
27,69473,98508,666,26,4,11.31,12,0.79,1,0,1,1,0,False,False,True,False,False,False,False,False,False
30,140820,229014,767,66,2,16.24,12,0.57,2,0,1,1,0,False,True,False,False,True,False,True,False,False
68,80976,108515,672,61,1,3.04,36,0.61,3,0,1,0,0,False,False,False,True,False,False,False,False,False
42,41773,66190,612,94,1,5.9,36,0.57,1,1,1,1,0,False,False,False,True,False,False,False,True,False
40,125660,133315,713,4,3,8.53,60,0.54,0,1,1,1,0,True,False,False,False,True,False,True,False,False
34,22093,31675,537,47,4,23.9,12,0.78,3,1,1,0,0,False,False,True,False,False,False,True,False,False
20,43597,57318,817,66,1,18.96,48,0.66,3,0,0,1,0,False,False,False,False,True,False,False,False,False
44,39636,128885,381,81,4,2.95,24,0.63,1,0,1,1,0,False,True,False,False,True,False,False,True,False
59,97889,41037,377,79,3,3.41,48,0.31,2,1,1,0,0,True,False,False,False,False,True,False,False,False
58,109515,84675,794,51,3,23.81,60,0.65,1,1,0,0,0,False,True,False,False,True,False,True,False,False
53,116179,45636,318,61,2,3.43,36,0.11,3,1,1,0,0,False,False,False,False,False,False,True,False,False
54,103614,226707,438,103,1,3.23,48,0.77,0,0,0,0,0,False,True,False,True,False,False,False,False,True
18,112661,78050,556,113,3,15.85,24,0.32,3,1,0,1,0,False,True,False,True,False,False,True,False,False
46,56419,205955,840,91,3,4.57,12,0.67,0,1,1,0,0,False,False,True,False,False,False,False,False,True
26,27409,225875,573,40,2,20.49,24,0.41,1,0,1,0,0,True,False,False,False,True,True,False,False,False
23,135759,81304,557,19,1,7.01,48,0.7,1,0,1,1,1,True,False,False,False,True,False,False,True,False
44,78348,242810,344,74,3,5.12,60,0.36,3,1,1,1,0,False,False,False,False,True,False,False,True,False
48,103765,105318,340,92,3,11.6,12,0.58,0,1,0,0,0,True,False,False,False,False,False,False,True,False
53,27982,152822,533,29,4,11.36,12,0.77,3,1,0,0,1,False,True,False,False,False,False,False,False,False
37,90517,226614,782,3,1,20.03,60,0.85,2,0,1,0,0,False,False,False,True,False,False,False,False,True
43,71655,164132,678,52,1,24.63,36,0.41,2,0,0,0,0,False,True,False,True,False,False,True,False,False
65,27473,207043,668,113,3,9.51,60,0.15,1,1,0,1,0,False,False,True,False,True,False,False,False,True
30,77638,167057,617,19,4,21.27,48,0.7,3,0,1,0,0,True,False,False,False,False,False,False,False,True
26,46509,98604,533,50,4,19.04,60,0.49,1,1,0,1,0,True,False,False,False,True,False,False,False,True
24,112517,32767,349,79,1,9.82,24,0.14,1,0,0,0,0,False,True,False,True,False,False,False,False,True
50,90459,143456,758,56,4,15.97,36,0.58,0,1,1,0,0,False,False,True,True,False,False,False,True,False
59,133960,79030,394,4,2,17.1,12,0.55,1,0,0,0,1,False,False,False,False,False,True,False,False,False
60,105619,198233,378,54,4,21.04,60,0.65,0,0,0,1,0,False,False,True,True,False,False,False,False,True
23,132360,164104,584,98,3,2.07,60,0.21,0,1,0,1,0,False,False,False,False,True,False,False,False,True
68,70595,113570,686,64,4,8.89,12,0.36,3,0,0,0,0,False,False,False,True,False,False,False,False,False
19,16424,157739,812,79,4,22.42,36,0.15,1,0,1,0,0,True,False,False,False,False,False,False,True,False
45,98300,16824,360,50,4,11.07,24,0.28,0,0,0,1,0,False,False,False,True,False,True,False,False,False
53,105613,215758,827,71,1,3.53,12,0.3,3,0,0,0,0,False,False,True,False,True,False,False,False,True
22,102692,227468,818,38,4,4.24,36,0.51,2,0,1,0,0,False,True,False,False,False,True,False,False,False
34,134695,208994,388,97,1,19.07,60,0.59,2,0,0,0,0,False,True,False,False,True,False,True,False,False
62,43291,227116,813,81,3,10.89,36,0.82,1,0,1,0,0,False,False,True,True,False,True,False,False,False
66,45334,142223,578,21,4,10.92,48,0.3,1,1,0,0,0,False,False,False,True,False,False,False,False,False
30,112911,77615,616,33,4,11.27,24,0.41,3,0,1,0,0,False,False,True,False,False,False,False,True,False
22,83304,86606,490,88,1,15.98,36,0.43,1,1,1,1,0,False,False,False,True,False,False,False,True,False
60,32818,190405,341,111,3,15.54,12,0.18,0,0,1,0,0,True,False,False,False,False,False,False,False,False
54,110006,92253,705,26,2,10.94,48,0.2,0,1,0,0,0,True,False,False,False,False,False,False,False,False
33,119985,156400,538,59,1,14.39,48,0.25,3,1,0,1,0,False,False,False,False,True,False,False,False,False
47,22388,165547,842,83,2,22.53,60,0.73,3,1,1,1,0,True,False,False,False,False,False,False,True,False
27,29878,52068,388,91,3,22.33,48,0.77,1,1,1,1,0,True,False,False,True,False,False,False,True,False
36,95598,161314,414,110,1,11.6,48,0.85,2,1,1,0,0,False,False,False,False,True,False,True,False,False
20,41512,245422,585,18,1,6.89,36,0.18,0,0,1,1,0,True,False,False,True,False,False,False,False,False
21,86945,32498,375,87,2,22.17,12,0.59,3,1,0,0,0,True,False,False,False,True,False,False,True,False
45,112000,57331,682,73,4,17.34,24,0.35,3,0,1,1,0,False,False,True,True,False,False,False,False,True
62,73698,198122,723,52,2,8.58,12,0.8,0,0,1,1,0,False,True,False,True,False,False,False,True,False
37,74619,205913,452,77,2,6.06,60,0.3,3,1,0,1,0,False,False,False,True,False,False,False,False,True
48,102155,186119,408,89,1,24.02,48,0.48,2,0,0,0,0,False,False,False,False,True,False,False,False,False
32,124495,63593,321,58,3,24.02,48,0.88,1,1,0,1,1,True,False,False,False,True,False,False,False,True
59,16234,13236,509,7,3,2.39,12,0.57,0,0,1,0,0,False,False,True,False,True,False,True,False,False
30,80811,172683,570,87,3,19.03,36,0.29,1,0,1,0,0,True,False,False,True,False,False,False,True,False
61,57775,225152,595,57,2,12.26,60,0.19,3,0,1,0,0,False,False,False,False,True,True,False,False,False
26,60993,5238,426,106,1,19.07,36,0.56,3,0,0,1,0,False,False,False,False,True,True,False,False,False
37,88625,31229,739,110,1,18.39,24,0.13,3,1,1,0,0,False,False,True,False,False,False,False,True,False
56,126678,116209,348,63,1,10.21,48,0.68,0,1,0,1,0,False,False,True,False,True,False,True,False,False
42,63982,230577,387,71,3,22.23,12,0.54,3,1,1,1,0,False,False,True,False,True,False,False,False,False
29,96441,90827,751,89,2,13.08,12,0.87,2,0,0,1,0,False,True,False,True,False,False,False,True,False
63,92972,210933,625,67,1,9.71,24,0.25,0,0,0,0,0,False,False,True,False,True,False,False,True,False
35,40904,93665,622,98,3,5.76,36,0.72,3,1,0,0,0,False,False,False,False,False,True,False,False,False
54,70404,191158,434,28,1,23.53,36,0.14,1,1,1,1,0,False,True,False,False,True,True,False,False,False
40,108271,119094,644,17,1,11.49,36,0.71,0,0,1,1,0,False,False,True,True,False,False,False,False,True
37,90602,64056,303,88,2,17.02,48,0.4,3,1,1,1,0,True,False,False,True,False,False,False,False,False
40,28504,120740,654,62,2,17.71,24,0.41,2,0,0,0,0,False,False,True,False,False,False,False,False,True
21,148389,15174,751,12,1,23.06,36,0.85,2,0,0,1,0,False,False,True,True,False,True,False,False,False
18,21290,181018,341,37,4,16.82,12,0.13,0,0,0,0,1,True,False,False,True,False,False,False,False,False
68,114346,175709,738,68,3,22.44,12,0.4,3,0,1,1,0,True,False,False,True,False,False,False,True,False
62,149273,154992,426,94,2,24.61,24,0.65,1,0,1,0,0,False,False,True,False,False,False,False,True,False
31,139996,213240,455,4,4,23.94,48,0.74,1,0,1,0,1,False,False,False,False,False,False,False,False,False
54,139466,201879,411,99,1,2.34,12,0.28,3,1,1,1,1,True,False,False,False,False,False,False,False,True
26,106794,160064,628,66,1,13.99,12,0.8,0,0,1,0,0,False,False,False,False,True,False,True,False,False
24,40058,172042,524,88,1,9.22,60,0.19,3,0,1,0,0,False,False,True,True,False,False,True,False,False
65,75448,190337,631,78,4,15.99,24,0.72,0,1,0,0,0,False,False,True,False,False,False,True,False,False
57,137491,32549,834,15,4,7.23,12,0.28,0,0,0,1,0,False,True,False,False,False,True,False,False,False
33,16428,84758,827,87,2,3.63,36,0.51,3,0,0,0,0,False,True,False,True,False,False,True,False,False
56,51006,151929,678,109,1,3.51,36,0.46,1,0,0,0,0,False,False,False,False,False,False,False,False,True
43,93999,186501,426,94,2,2.51,24,0.56,0,1,1,0,0,True,False,False,False,True,False,True,False,False
58,31070,51738,452,45,3,13.11,36,0.86,1,0,1,0,0,False,False,True,False,False,False,False,False,True
62,147158,143775,468,97,1,8.63,48,0.54,0,0,0,0,0,False,True,False,False,False,False,False,True,False
59,63453,172816,619,49,3,3.65,48,0.4,3,1,0,0,0,False,False,False,True,False,False,False,False,False
51,147567,101414,483,103,2,5.2,36,0.79,3,0,0,0,0,True,False,False,True,False,False,False,False,False
22,138562,85810,329,42,1,16.59,12,0.79,0,0,0,1,1,False,False,False,False,False,False,False,True,False
62,51285,111521,614,89,1,5.82,60,0.54,1,0,0,1,0,False,False,False,True,False,False,False,False,True
68,96795,125786,493,113,1,11.26,12,0.86,3,1,0,0,0,False,True,False,False,False,False,False,False,False
50,78637,5161,382,101,1,23.32,36,0.86,3,1,1,1,0,False,False,True,True,False,False,True,False,False
34,45953,185962,337,37,1,20.08,24,0.42,3,0,1,1,0,False,True,False,True,False,False,True,False,False
32,19698,209861,374,24,1,3.99,24,0.14,3,0,1,1,0,False,True,False,True,False,True,False,False,False
52,45913,235529,393,78,2,9.61,48,0.3,2,1,1,0,0,False,False,False,True,False,False,False,True,False
54,123262,218840,348,48,3,7.81,36,0.69,3,0,0,0,0,False,True,False,False,False,False,False,False,False
69,83558,190243,472,100,2,12.67,12,0.53,2,1,0,0,0,False,False,True,False,True,False,False,False,False
52,77562,123324,410,18,1,9.4,12,0.89,3,0,0,1,0,False,False,True,False,False,False,True,False,False
65,84280,101312,813,107,4,5.03,24,0.84,2,0,1,0,0,False,True,False,True,False,False,False,True,False
48,73174,167782,654,68,3,24.83,36,0.49,2,0,0,0,0,False,False,True,True,False,False,False,False,False
41,88742,139125,505,72,3,8.06,12,0.15,2,0,0,1,0,True,False,False,False,True,False,False,False,False
63,130905,205992,542,105,1,10.54,36,0.77,1,1,1,1,0,False,False,False,True,False,False,True,False,False
47,21952,145717,301,33,1,5.67,12,0.64,2,0,0,0,0,False,False,True,True,False,False,False,False,True
59,118609,139330,629,23,4,19.56,48,0.18,1,0,1,1,0,False,True,False,False,True,False,False,False,False
26,28574,236561,431,91,3,24.63,36,0.82,2,0,1,0,1,True,False,False,False,True,True,False,False,False
34,68558,61818,641,16,2,12.11,60,0.24,1,1,0,1,0,False,False,False,False,False,False,True,False,False
23,105627,88340,357,81,3,19.46,24,0.66,1,1,0,1,1,False,False,False,False,False,True,False,False,False
52,62003,104957,837,46,4,8.45,36,0.28,3,0,0,0,0,False,True,False,False,True,False,False,False,False
51,107696,27788,514,86,3,21.57,60,0.58,3,1,1,1,0,False,True,False,True,False,False,False,True,False
60,108143,61886,673,88,1,17.07,48,0.23,2,0,1,1,0,False,True,False,False,True,True,False,False,False
62,103002,74135,551,3,2,21.27,60,0.28,0,1,0,0,1,True,False,False,False,True,False,True,False,False
31,49882,112928,314,80,2,17.76,60,0.6,2,1,1,1,1,False,False,True,False,True,False,False,True,False
27,85658,100149,314,119,4,10.9,24,0.12,2,0,0,1,0,True,False,False,True,False,False,True,False,False
32,135005,168790,725,66,4,15.28,60,0.21,2,1,0,0,0,False,True,False,True,False,False,False,False,False
61,52276,92410,578,41,4,15.52,48,0.54,3,0,1,0,0,False,False,False,False,True,False,False,False,False
30,96713,188534,842,119,3,15.6,12,0.5,3,1,0,1,0,False,True,False,True,False,False,True,False,False
19,137139,54725,406,44,2,2.2,12,0.45,2,0,1,0,1,False,False,True,False,True,True,False,False,False
62,103099,88227,453,77,1,7.78,60,0.16,3,1,1,1,0,False,False,True,False,True,False,False,True,False
22,121295,37880,635,107,2,3.28,60,0.12,1,1,1,1,0,False,False,True,False,True,False,True,False,False
65,120151,39036,386,38,4,6.3,48,0.6,0,0,1,1,0,False,True,False,False,True,False,True,False,False
29,64450,160431,667,35,1,8.21,48,0.75,3,0,1,1,0,False,True,False,True,False,False,False,False,False
51,99775,44560,517,19,2,19.9,48,0.74,0,0,1,0,0,True,False,False,False,False,False,False,False,False
26,37892,216175,447,8,2,14.89,12,0.28,0,0,1,1,1,False,False,False,False,True,False,False,False,True
39,99687,236097,519,105,3,10.96,24,0.17,0,1,0,1,0,False,False,True,False,False,False,False,False,False
54,86570,132125,450,78,2,14.72,60,0.73,0,1,1,1,0,False,False,False,False,True,False,False,False,True
49,124489,73851,341,14,4,18.58,48,0.42,2,1,1,0,1,False,False,False,False,True,False,False,False,False
63,147533,187518,712,22,1,23.52,60,0.29,1,1,0,1,0,False,True,False,False,False,False,False,True,False
56,138258,8118,424,18,3,14.57,48,0.74,0,1,0,1,0,False,False,True,False,True,True,False,False,False
